id_annonce,type_bien,ville,quartier,quartier_groupe,prix_m2,surface_m2,nb_chambres,source
1,Appartement,Agadir,Hay Houda,Hay Houda,12305.08,59.0,2,Mubawab
2,Appartement,Agadir,Hay Houda,Hay Houda,13750.0,96.0,3,Mubawab
3,Appartement,Agadir,Haut Anza,Haut Anza,9824.56,57.0,2,Mubawab
4,Appartement,Agadir,Abattoirs,Abattoirs,15108.0,75.0,2,Mubawab
5,Appartement,Agadir,Hay Houda,Hay Houda,13205.13,78.0,2,Mubawab
6,Appartement,Agadir,Abattoirs,Abattoirs,14880.95,84.0,2,Mubawab
7,Appartement,Agadir,Hay Houda,Hay Houda,13750.0,96.0,3,Mubawab
8,Appartement,Agadir,Hay Houda,Hay Houda,10769.23,65.0,2,Mubawab
9,Appartement,Agadir,Haut Anza,Haut Anza,9843.75,64.0,2,Mubawab
10,Appartement,Agadir,Hay Mohammadi,Hay Mohammadi,12393.16,117.0,4,Mubawab
11,Appartement,Agadir,Abattoirs,Abattoirs,16115.86,87.0,2,Mubawab
15,Appartement,Agadir,Hay Salam,Hay Salam,11718.75,64.0,2,Mubawab
16,Appartement,Agadir,Abattoirs,Abattoirs,14880.95,84.0,2,Mubawab
17,Appartement,Agadir,Haut Anza,Haut Anza,9843.75,64.0,2,Mubawab
18,Appartement,Agadir,Hay Mohammadi,Hay Mohammadi,13157.89,95.0,2,Mubawab
19,Appartement,Agadir,Hay Mohammadi,Hay Mohammadi,14117.65,85.0,2,Mubawab
21,Appartement,Agadir,Hay Massira,Hay Massira,18125.0,80.0,2,Mubawab
23,Appartement,Agadir,Hay Houda,Hay Houda,13200.0,75.0,2,Mubawab
24,Appartement,Agadir,Hay Houda,Hay Houda,13200.0,65.0,2,Mubawab
25,Appartement,Agadir,Hay Mohammadi,Hay Mohammadi,12580.65,62.0,3,Mubawab
26,Appartement,Agadir,Hay Mohammadi,Hay Mohammadi,12394.37,71.0,2,Mubawab
39,Appartement,Agadir,Hay Houda,Hay Houda,10571.43,70.0,3,Mubawab
27,Appartement,Agadir,Abattoirs,Abattoirs,15125.0,78.0,2,Mubawab
31,Appartement,Agadir,Abattoirs,Abattoirs,16058.18,88.0,2,Mubawab
32,Appartement,Agadir,Haut Anza,Haut Anza,14363.64,55.0,2,Mubawab
33,Appartement,Agadir,Haut Anza,Haut Anza,9824.56,57.0,2,Mubawab
34,Appartement,Agadir,Hay Houda,Hay Houda,13714.29,70.0,2,Mubawab
35,Appartement,Agadir,Haut Anza,Haut Anza,9523.81,63.0,2,Mubawab
37,Appartement,Agadir,Hay Houda,Hay Houda,12314.81,54.0,2,Mubawab
38,Appartement,Agadir,Hay Houda,Hay Houda,11000.0,85.0,3,Mubawab
40,Appartement,Agadir,Haut Anza,Haut Anza,9214.29,70.0,2,Mubawab
41,Appartement,Agadir,Abattoirs,Abattoirs,15112.99,77.0,2,Mubawab
42,Appartement,Agadir,Hay Houda,Hay Houda,15584.42,77.0,3,Mubawab
44,Appartement,Agadir,Hay Dakhla,Hay Dakhla,7916.67,120.0,2,Mubawab
45,Appartement,Agadir,Hay Salam,Hay Salam,9285.71,84.0,2,Mubawab
46,Appartement,Agadir,Abattoirs,Abattoirs,16111.85,65.0,2,Mubawab
48,Appartement,Agadir,Hay Houda,Hay Houda,13239.44,71.0,2,Mubawab
49,Appartement,Agadir,Hay Houda,Hay Houda,13135.14,74.0,2,Mubawab
50,Appartement,Agadir,Abattoirs,Abattoirs,16616.63,92.0,3,Mubawab
51,Appartement,Agadir,Hay Houda,Hay Houda,12313.43,67.0,2,Mubawab
52,Appartement,Agadir,Abattoirs,Abattoirs,14014.93,75.0,2,Mubawab
53,Appartement,Agadir,Zone Industrielle Agadir,Zone Industrielle Agadir,15625.0,80.0,2,Mubawab
54,Appartement,Agadir,Hay Mohammadi,Hay Mohammadi,14666.67,60.0,2,Mubawab
55,Appartement,Agadir,Hay Mohammadi,Hay Mohammadi,11181.82,110.0,3,Mubawab
56,Appartement,Agadir,Abattoirs,Abattoirs,17889.34,61.0,2,Mubawab
58,Appartement,Agadir,Abattoirs,Abattoirs,19611.11,63.0,2,Mubawab
60,Appartement,Agadir,Cité Adrar,Cité Adrar,10344.83,58.0,2,Mubawab
61,Appartement,Agadir,Hay Dakhla,Hay Dakhla,10109.89,91.0,3,Mubawab
62,Appartement,Agadir,Taddart Anza,Autre_Agadir,11176.47,85.0,3,Mubawab
4535,Appartement,Fes,Route ain Chkaf,Route ain Chkaf,7196.43,112.0,3,Mubawab
64,Appartement,Agadir,Hay Houda,Hay Houda,10649.35,77.0,2,Mubawab
65,Appartement,Agadir,Riad Salam,Riad Salam,21153.85,78.0,2,Mubawab
66,Appartement,Agadir,Hay Massira,Hay Massira,20625.0,80.0,2,Mubawab
67,Appartement,Agadir,Hay Houda,Hay Houda,12285.71,70.0,2,Mubawab
68,Appartement,Agadir,Abattoirs,Abattoirs,15498.0,80.0,2,Mubawab
69,Appartement,Agadir,Hay Houda,Hay Houda,13174.6,63.0,2,Mubawab
70,Appartement,Agadir,Hay Houda,Hay Houda,13750.0,96.0,3,Mubawab
71,Appartement,Agadir,Abattoirs,Abattoirs,14151.35,74.0,2,Mubawab
72,Appartement,Agadir,Hay Massira,Hay Massira,20625.0,80.0,2,Mubawab
73,Appartement,Agadir,Taddart Anza,Autre_Agadir,6315.79,95.0,3,Mubawab
74,Appartement,Agadir,Secteur Touristique,Secteur Touristique,20769.23,130.0,2,Mubawab
112,Appartement,Agadir,Hay Mohammadi,Hay Mohammadi,12105.26,95.0,2,Mubawab
75,Appartement,Agadir,Founti,Founti,25000.0,128.0,3,Mubawab
76,Appartement,Agadir,Hay Mohammadi,Hay Mohammadi,14948.45,97.0,2,Mubawab
79,Appartement,Agadir,Riad Salam,Riad Salam,17682.93,82.0,2,Mubawab
80,Appartement,Agadir,Hay Salam,Hay Salam,8974.36,78.0,2,Mubawab
81,Appartement,Agadir,Amsernate,Autre_Agadir,13582.09,67.0,2,Mubawab
82,Appartement,Agadir,Founti,Founti,23936.17,94.0,2,Mubawab
83,Appartement,Agadir,Hay Salam,Hay Salam,10240.96,83.0,2,Mubawab
84,Appartement,Agadir,Secteur Touristique,Secteur Touristique,18490.57,265.0,2,Mubawab
85,Appartement,Agadir,Siusse,Autre_Agadir,12000.0,500.0,3,Mubawab
86,Appartement,Agadir,Ville Nouvelle,Autre_Agadir,17931.03,145.0,2,Mubawab
87,Appartement,Agadir,Hay Qods,Hay Qods,9549.55,111.0,2,Mubawab
88,Appartement,Agadir,Haut Anza,Haut Anza,10000.0,64.0,2,Mubawab
89,Appartement,Agadir,Haut Anza,Haut Anza,14716.98,53.0,2,Mubawab
91,Appartement,Agadir,Hay Dakhla,Hay Dakhla,10285.71,175.0,3,Mubawab
92,Appartement,Agadir,Hay Dakhla,Hay Dakhla,13000.0,112.0,2,Mubawab
94,Appartement,Agadir,Hay Hassani,Autre_Agadir,14049.59,121.0,2,Mubawab
97,Appartement,Agadir,Hay Mohammadi,Hay Mohammadi,13333.33,60.0,2,Mubawab
99,Appartement,Agadir,Hay Salam,Hay Salam,12437.5,80.0,2,Mubawab
101,Appartement,Agadir,Hay Houda,Hay Houda,13188.41,69.0,2,Mubawab
102,Appartement,Agadir,Abattoirs,Abattoirs,14060.28,72.0,2,Mubawab
103,Appartement,Agadir,Haut Founty,Haut Founty,14432.99,97.0,3,Mubawab
104,Appartement,Agadir,Hay Dakhla,Hay Dakhla,10500.0,131.0,3,Mubawab
105,Appartement,Agadir,Hay Houda,Hay Houda,10071.94,139.0,4,Mubawab
106,Appartement,Agadir,Ben Serguaou,Ben Serguaou,11818.18,66.0,6,Mubawab
109,Appartement,Agadir,Secteur Touristique,Secteur Touristique,37931.03,145.0,3,Mubawab
224,Appartement,Agadir,Secteur Touristique,Secteur Touristique,23571.43,112.0,4,Mubawab
113,Appartement,Agadir,Secteur Touristique,Secteur Touristique,36936.94,111.0,2,Mubawab
114,Appartement,Agadir,Ben Serguaou,Ben Serguaou,19254.66,161.0,3,Mubawab
116,Appartement,Agadir,Haut Founty,Haut Founty,14432.99,97.0,3,Mubawab
117,Appartement,Agadir,Hay Mohammadi,Hay Mohammadi,10714.29,70.0,2,Mubawab
119,Appartement,Agadir,Cité Adrar,Cité Adrar,10138.89,72.0,2,Mubawab
120,Appartement,Agadir,Riad Salam,Riad Salam,11688.31,77.0,2,Mubawab
121,Appartement,Agadir,Hay Mohammadi,Hay Mohammadi,14166.67,60.0,2,Mubawab
122,Appartement,Agadir,Hay Salam,Hay Salam,13157.89,57.0,2,Mubawab
123,Appartement,Agadir,Haut Founty,Haut Founty,12500.0,80.0,2,Mubawab
124,Appartement,Agadir,Hay Mohammadi,Hay Mohammadi,10540.54,74.0,2,Mubawab
125,Appartement,Agadir,Hay Salam,Hay Salam,12452.83,53.0,2,Mubawab
126,Appartement,Agadir,Hay Mohammadi,Hay Mohammadi,13928.57,56.0,2,Mubawab
127,Appartement,Agadir,Cité Adrar,Cité Adrar,12962.96,54.0,3,Mubawab
128,Appartement,Agadir,Anza,Anza,13793.1,58.0,3,Mubawab
129,Appartement,Agadir,Haut Founty,Haut Founty,16666.67,102.0,2,Mubawab
130,Appartement,Agadir,Haut Anza,Haut Anza,8541.67,96.0,2,Mubawab
131,Appartement,Agadir,Hay Mohammadi,Hay Mohammadi,12121.21,132.0,3,Mubawab
132,Appartement,Agadir,Hay Salam,Hay Salam,10714.29,70.0,2,Mubawab
134,Appartement,Agadir,Hay Houda,Hay Houda,12301.37,73.0,2,Mubawab
136,Appartement,Agadir,Hay Mohammadi,Hay Mohammadi,13500.0,100.0,2,Mubawab
137,Appartement,Agadir,Secteur Touristique,Secteur Touristique,22105.26,95.0,2,Mubawab
138,Appartement,Agadir,Hay Mohammadi,Hay Mohammadi,13932.58,89.0,2,Mubawab
139,Appartement,Agadir,Hay Al Farah,Autre_Agadir,10869.57,46.0,2,Mubawab
140,Appartement,Agadir,Ville Nouvelle,Autre_Agadir,19565.22,69.0,2,Mubawab
141,Appartement,Agadir,Hay Salam,Hay Salam,12345.68,81.0,2,Mubawab
142,Appartement,Agadir,Secteur Touristique,Secteur Touristique,14743.59,78.0,2,Mubawab
143,Appartement,Agadir,Secteur Touristique,Secteur Touristique,44545.45,110.0,2,Mubawab
145,Appartement,Agadir,Hay Mohammadi,Hay Mohammadi,10000.0,70.0,2,Mubawab
146,Appartement,Agadir,Hay Massira,Hay Massira,10135.14,148.0,3,Mubawab
147,Appartement,Agadir,Agadir,Autre_Agadir,11224.49,147.0,4,Mubawab
148,Appartement,Agadir,Cité Adrar,Cité Adrar,13076.92,65.0,2,Mubawab
149,Appartement,Agadir,Hay Al Farah,Autre_Agadir,10540.54,74.0,2,Mubawab
225,Appartement,Agadir,Hay Houda,Hay Houda,8653.85,104.0,4,Mubawab
4577,Appartement,Fes,Centre,Centre,6410.26,117.0,3,Mubawab
151,Appartement,Agadir,Abattoirs,Abattoirs,19776.12,134.0,3,Mubawab
152,Appartement,Agadir,Hay Mohammadi,Hay Mohammadi,14166.67,60.0,2,Mubawab
153,Appartement,Agadir,Ville Nouvelle,Autre_Agadir,19230.77,130.0,2,Mubawab
154,Appartement,Agadir,Hay Salam,Hay Salam,15053.76,93.0,3,Mubawab
155,Appartement,Agadir,Port,Autre_Agadir,26818.18,110.0,2,Mubawab
156,Appartement,Agadir,Hay Houda,Hay Houda,14344.26,122.0,2,Mubawab
157,Appartement,Agadir,Hay Mohammadi,Hay Mohammadi,11063.83,47.0,2,Mubawab
158,Appartement,Agadir,Hay Mohammadi,Hay Mohammadi,11063.83,47.0,3,Mubawab
159,Appartement,Agadir,Hay Salam,Hay Salam,9491.53,59.0,2,Mubawab
160,Appartement,Agadir,Hay Houda,Hay Houda,14814.81,108.0,3,Mubawab
161,Appartement,Agadir,Hay Salam,Hay Salam,10156.25,64.0,2,Mubawab
162,Appartement,Agadir,Hay Salam,Hay Salam,10526.32,114.0,3,Mubawab
163,Appartement,Agadir,Zone Industrielle Agadir,Zone Industrielle Agadir,10985.92,71.0,2,Mubawab
164,Appartement,Agadir,Haut Founty,Haut Founty,11481.48,108.0,3,Mubawab
165,Appartement,Agadir,Zone Industrielle Agadir,Zone Industrielle Agadir,11126.76,71.0,2,Mubawab
166,Appartement,Agadir,Hay Houda,Hay Houda,13360.0,75.0,2,Mubawab
167,Appartement,Agadir,Abattoirs,Abattoirs,14867.07,75.0,3,Mubawab
168,Appartement,Agadir,Secteur Touristique,Secteur Touristique,23958.33,96.0,2,Mubawab
169,Appartement,Agadir,Hay Houda,Hay Houda,12413.79,58.0,2,Mubawab
170,Appartement,Agadir,Tilila,Tilila,11111.11,63.0,2,Mubawab
171,Appartement,Agadir,Hay Al Farah,Autre_Agadir,12692.31,52.0,2,Mubawab
172,Appartement,Agadir,Anza,Anza,12500.0,56.0,2,Mubawab
174,Appartement,Agadir,Hay Dakhla,Hay Dakhla,12385.32,109.0,2,Mubawab
176,Appartement,Agadir,Hay Mohammadi,Hay Mohammadi,12000.0,50.0,2,Mubawab
178,Appartement,Agadir,Hay Salam,Hay Salam,7741.94,124.0,3,Mubawab
179,Appartement,Agadir,Founti,Founti,21505.38,93.0,2,Mubawab
180,Appartement,Agadir,Founti,Founti,17600.0,125.0,2,Mubawab
184,Appartement,Agadir,Hay Houda,Hay Houda,12946.43,112.0,3,Mubawab
185,Appartement,Agadir,Al Wifaq,Al Wifaq,13066.67,75.0,2,Mubawab
186,Appartement,Agadir,Hay Salam,Hay Salam,10747.66,107.0,2,Mubawab
187,Appartement,Agadir,Hay Qods,Hay Qods,9333.33,150.0,3,Mubawab
190,Appartement,Agadir,Hay Mohammadi,Hay Mohammadi,14500.0,80.0,2,Mubawab
191,Appartement,Agadir,Hay Salam,Hay Salam,11636.36,55.0,2,Mubawab
192,Appartement,Agadir,Port,Autre_Agadir,29375.0,80.0,2,Mubawab
193,Appartement,Agadir,Ville Nouvelle,Autre_Agadir,23239.44,142.0,2,Mubawab
194,Appartement,Agadir,Abattoirs,Abattoirs,13223.14,121.0,2,Mubawab
195,Appartement,Agadir,Amicales,Autre_Agadir,11504.42,113.0,3,Mubawab
196,Appartement,Agadir,Founti,Founti,15966.39,119.0,3,Mubawab
197,Appartement,Agadir,Anza,Anza,12903.23,62.0,2,Mubawab
198,Appartement,Agadir,Taddart Anza,Autre_Agadir,10666.67,60.0,2,Mubawab
199,Appartement,Agadir,Abattoirs,Abattoirs,16120.0,74.0,2,Mubawab
289,Appartement,Agadir,Hay Houda,Hay Houda,13559.32,118.0,3,Mubawab
200,Appartement,Agadir,Hay Najah,Hay Najah,10933.33,75.0,2,Mubawab
202,Appartement,Agadir,Talborjt,Autre_Agadir,22886.6,97.0,3,Mubawab
204,Appartement,Agadir,Hay Massira,Hay Massira,10973.45,113.0,2,Mubawab
205,Appartement,Agadir,Hay Mohammadi,Hay Mohammadi,12500.0,92.0,2,Mubawab
206,Appartement,Agadir,Hay Houda,Hay Houda,12234.04,94.0,3,Mubawab
207,Appartement,Agadir,Hay Houda,Hay Houda,12073.17,82.0,3,Mubawab
208,Appartement,Agadir,Hay Mohammadi,Hay Mohammadi,13934.43,61.0,2,Mubawab
209,Appartement,Agadir,Haut Founty,Haut Founty,12666.67,150.0,3,Mubawab
210,Appartement,Agadir,Hay Houda,Hay Houda,15333.33,75.0,2,Mubawab
213,Appartement,Agadir,Founti,Founti,21122.99,187.0,4,Mubawab
214,Appartement,Agadir,Talborjt,Autre_Agadir,20930.23,86.0,2,Mubawab
215,Appartement,Agadir,Hay Mohammadi,Hay Mohammadi,13333.33,135.0,3,Mubawab
218,Appartement,Agadir,Secteur Touristique,Secteur Touristique,15000.0,80.0,2,Mubawab
219,Appartement,Agadir,Hay Mohammadi,Hay Mohammadi,14226.8,97.0,2,Mubawab
222,Appartement,Agadir,Hay Najah,Hay Najah,15000.0,118.0,2,Mubawab
223,Appartement,Agadir,Haut Founty,Haut Founty,28925.62,121.0,3,Mubawab
226,Appartement,Agadir,Hay Qods,Hay Qods,9333.33,150.0,3,Mubawab
227,Appartement,Agadir,Hay Mohammadi,Hay Mohammadi,10152.28,197.0,3,Mubawab
228,Appartement,Agadir,Hay Salam,Hay Salam,12280.7,57.0,2,Mubawab
230,Appartement,Agadir,Hay Salam,Hay Salam,9883.72,86.0,2,Mubawab
231,Appartement,Agadir,Hay Massira,Hay Massira,9970.59,170.0,4,Mubawab
232,Appartement,Agadir,Hay Mohammadi,Hay Mohammadi,13541.67,144.0,3,Mubawab
233,Appartement,Agadir,Hay Salam,Hay Salam,10406.98,86.0,3,Mubawab
234,Appartement,Agadir,Haut Anza,Haut Anza,16779.66,59.0,2,Mubawab
235,Appartement,Agadir,Amicales,Autre_Agadir,13100.0,100.0,3,Mubawab
236,Appartement,Agadir,Haut Anza,Haut Anza,8311.69,77.0,2,Mubawab
237,Appartement,Agadir,Hay Dakhla,Hay Dakhla,9375.0,80.0,2,Mubawab
238,Appartement,Agadir,Secteur Touristique,Secteur Touristique,27500.0,240.0,3,Mubawab
239,Appartement,Agadir,Amsernate,Autre_Agadir,12179.49,78.0,2,Mubawab
241,Appartement,Agadir,Hay Salam,Hay Salam,10500.0,56.0,2,Mubawab
242,Appartement,Agadir,Hay Mohammadi,Hay Mohammadi,14307.69,130.0,3,Mubawab
243,Appartement,Agadir,Hay Salam,Hay Salam,10000.0,87.0,2,Mubawab
245,Appartement,Agadir,Hay Salam,Hay Salam,9642.86,56.0,2,Mubawab
246,Appartement,Agadir,Riad Salam,Riad Salam,13684.21,95.0,2,Mubawab
247,Appartement,Agadir,Hay Salam,Hay Salam,12830.19,53.0,2,Mubawab
248,Appartement,Agadir,Haut Founty,Haut Founty,22844.83,116.0,3,Mubawab
249,Appartement,Agadir,Hay Salam,Hay Salam,11333.33,60.0,2,Mubawab
250,Appartement,Agadir,Al Wifaq,Al Wifaq,12142.86,140.0,3,Mubawab
252,Appartement,Agadir,Hay Mohammadi,Hay Mohammadi,12745.1,102.0,2,Mubawab
254,Appartement,Agadir,Anza,Anza,9666.67,90.0,2,Mubawab
255,Appartement,Agadir,Anza,Anza,10666.67,75.0,2,Mubawab
256,Appartement,Agadir,Riad Salam,Riad Salam,17241.38,116.0,3,Mubawab
257,Appartement,Agadir,Hay Salam,Hay Salam,17241.36,58.0,2,Mubawab
258,Appartement,Agadir,Agadir,Autre_Agadir,11046.51,172.0,3,Mubawab
259,Appartement,Agadir,Hay Salam,Hay Salam,8000.0,100.0,3,Mubawab
260,Appartement,Agadir,Hay Salam,Hay Salam,12162.16,74.0,2,Mubawab
261,Appartement,Agadir,Secteur Touristique,Secteur Touristique,24615.38,130.0,3,Mubawab
262,Appartement,Agadir,Haut Founty,Haut Founty,20000.0,89.0,2,Mubawab
264,Appartement,Agadir,Hay Salam,Hay Salam,10937.5,64.0,2,Mubawab
265,Appartement,Agadir,Hay Mohammadi,Hay Mohammadi,11818.18,55.0,2,Mubawab
266,Appartement,Agadir,Hay Mohammadi,Hay Mohammadi,11734.69,98.0,3,Mubawab
267,Appartement,Agadir,Riad Salam,Riad Salam,10135.14,74.0,2,Mubawab
269,Appartement,Agadir,Extension Dakhla,Autre_Agadir,20000.0,90.0,2,Mubawab
270,Appartement,Agadir,Hay Houda,Hay Houda,12393.16,117.0,2,Mubawab
273,Appartement,Agadir,Ville Nouvelle,Autre_Agadir,20425.53,235.0,3,Mubawab
274,Appartement,Agadir,Ben Serguaou,Ben Serguaou,10909.09,110.0,2,Mubawab
277,Appartement,Agadir,Founti,Founti,28181.82,110.0,2,Mubawab
279,Appartement,Agadir,Hay Mohammadi,Hay Mohammadi,12735.85,106.0,2,Mubawab
281,Appartement,Agadir,Hay Mohammadi,Hay Mohammadi,9259.26,135.0,3,Mubawab
282,Appartement,Agadir,Hay Salam,Hay Salam,7476.64,107.0,3,Mubawab
284,Appartement,Agadir,Hay Mohammadi,Hay Mohammadi,10294.12,170.0,5,Mubawab
285,Appartement,Agadir,Anza,Anza,23170.73,82.0,2,Mubawab
287,Appartement,Agadir,Hay Houda,Hay Houda,10000.0,66.0,2,Mubawab
295,Appartement,Agadir,Hay Mohammadi,Hay Mohammadi,11293.1,58.0,2,Mubawab
296,Appartement,Agadir,Hay Houda,Hay Houda,10000.0,58.0,2,Mubawab
298,Appartement,Agadir,Hay Dakhla,Hay Dakhla,9714.29,175.0,3,Mubawab
299,Appartement,Agadir,Al Wifaq,Al Wifaq,12083.33,120.0,3,Mubawab
300,Appartement,Agadir,Hay Salam,Hay Salam,10000.0,95.0,2,Mubawab
301,Appartement,Agadir,Cité Adrar,Cité Adrar,11538.46,65.0,2,Mubawab
303,Appartement,Agadir,Hay Houda,Hay Houda,12222.22,270.0,7,Mubawab
368,Appartement,Agadir,Port,Autre_Agadir,39175.26,97.0,2,Mubawab
304,Appartement,Agadir,Hay Dakhla,Hay Dakhla,11023.62,127.0,2,Mubawab
305,Appartement,Agadir,Hay Mohammadi,Hay Mohammadi,11578.95,95.0,2,Mubawab
306,Appartement,Agadir,Ben Serguaou,Ben Serguaou,10546.88,128.0,2,Mubawab
307,Appartement,Agadir,Hay Dakhla,Hay Dakhla,10666.67,75.0,3,Mubawab
308,Appartement,Agadir,Hay Salam,Hay Salam,9375.0,96.0,2,Mubawab
309,Appartement,Agadir,Hay Mohammadi,Hay Mohammadi,11263.16,95.0,2,Mubawab
311,Appartement,Agadir,Tilila,Tilila,10178.57,56.0,2,Mubawab
313,Appartement,Agadir,Hay Salam,Hay Salam,10000.0,76.0,2,Mubawab
314,Appartement,Agadir,Hay Salam,Hay Salam,11250.0,80.0,3,Mubawab
315,Appartement,Agadir,Tilila,Tilila,10727.27,55.0,2,Mubawab
316,Appartement,Agadir,Hay Salam,Hay Salam,10298.51,67.0,2,Mubawab
421,Appartement,Agadir,Hay Mohammadi,Hay Mohammadi,11764.71,68.0,2,Mubawab
317,Appartement,Agadir,Hay Mohammadi,Hay Mohammadi,12307.69,130.0,3,Mubawab
318,Appartement,Agadir,Hay Salam,Hay Salam,13461.54,156.0,3,Mubawab
320,Appartement,Agadir,Bouargane,Autre_Agadir,11940.3,134.0,3,Mubawab
322,Appartement,Agadir,Hay Salam,Hay Salam,10370.37,81.0,2,Mubawab
325,Appartement,Agadir,Secteur Touristique,Secteur Touristique,27027.03,111.0,2,Mubawab
326,Appartement,Agadir,Hay Mohammadi,Hay Mohammadi,12100.0,100.0,2,Mubawab
327,Appartement,Agadir,Hay Houda,Hay Houda,14814.81,81.0,3,Mubawab
328,Appartement,Agadir,Cité Adrar,Cité Adrar,10277.78,72.0,2,Mubawab
329,Appartement,Agadir,Cité Adrar,Cité Adrar,10447.76,67.0,2,Mubawab
330,Appartement,Agadir,Founti,Founti,17000.0,100.0,2,Mubawab
331,Appartement,Agadir,Haut Founty,Haut Founty,17757.01,107.0,2,Mubawab
332,Appartement,Agadir,Tilila,Tilila,9090.91,77.0,3,Mubawab
333,Appartement,Agadir,Hay Dakhla,Hay Dakhla,8849.56,113.0,2,Mubawab
334,Appartement,Agadir,Cité Adrar,Cité Adrar,10000.0,54.0,3,Mubawab
335,Appartement,Agadir,Hay Mohammadi,Hay Mohammadi,12692.31,52.0,2,Mubawab
338,Appartement,Agadir,Riad Salam,Riad Salam,16822.43,107.0,2,Mubawab
339,Appartement,Agadir,Tilila,Tilila,12647.06,68.0,2,Mubawab
340,Appartement,Agadir,Haut Founty,Haut Founty,20283.02,106.0,2,Mubawab
369,Appartement,Agadir,Hay Salam,Hay Salam,13448.28,58.0,2,Mubawab
341,Appartement,Agadir,Charaf,Charaf,14666.67,150.0,8,Mubawab
342,Appartement,Agadir,Hay Houda,Hay Houda,10000.0,58.0,2,Mubawab
343,Appartement,Agadir,Cité Adrar,Cité Adrar,11551.72,58.0,2,Mubawab
344,Appartement,Agadir,Hay Mohammadi,Hay Mohammadi,13448.28,58.0,2,Mubawab
345,Appartement,Agadir,Hay Salam,Hay Salam,11607.14,56.0,2,Mubawab
346,Appartement,Agadir,Amicales,Autre_Agadir,8048.78,82.0,4,Mubawab
347,Appartement,Agadir,Hay Salam,Hay Salam,9189.19,74.0,2,Mubawab
348,Appartement,Agadir,Zone Industrielle Agadir,Zone Industrielle Agadir,17500.0,80.0,2,Mubawab
349,Appartement,Agadir,Lekhiam,Autre_Agadir,10666.67,60.0,2,Mubawab
350,Appartement,Agadir,Hay Salam,Hay Salam,13076.92,65.0,2,Mubawab
353,Appartement,Agadir,Tikiouine,Autre_Agadir,10714.29,56.0,2,Mubawab
356,Appartement,Agadir,Haut Anza,Haut Anza,9213.48,89.0,2,Mubawab
357,Appartement,Agadir,Hay Salam,Hay Salam,10447.76,67.0,2,Mubawab
358,Appartement,Agadir,Hay Salam,Hay Salam,11805.56,72.0,2,Mubawab
359,Appartement,Agadir,Haut Founty,Haut Founty,17346.94,98.0,2,Mubawab
360,Appartement,Agadir,Hay Salam,Hay Salam,7972.97,74.0,2,Mubawab
361,Appartement,Agadir,Hay Salam,Hay Salam,7547.17,53.0,2,Mubawab
362,Appartement,Agadir,Hay Salam,Hay Salam,10447.76,67.0,3,Mubawab
364,Appartement,Agadir,Anza,Anza,17375.0,80.0,2,Mubawab
365,Appartement,Agadir,Cité Adrar,Cité Adrar,9870.13,77.0,2,Mubawab
366,Appartement,Agadir,Haut Anza,Haut Anza,9213.48,89.0,2,Mubawab
419,Appartement,Agadir,Hay Salam,Hay Salam,7865.17,89.0,2,Mubawab
370,Appartement,Agadir,Talborjt,Autre_Agadir,23963.96,111.0,2,Mubawab
372,Appartement,Agadir,Haut Founty,Haut Founty,14476.19,105.0,3,Mubawab
374,Appartement,Agadir,Secteur Touristique,Secteur Touristique,22371.13,97.0,2,Mubawab
375,Appartement,Agadir,Haut Founty,Haut Founty,20526.32,95.0,2,Mubawab
376,Appartement,Agadir,Al Wifaq,Al Wifaq,13066.67,75.0,2,Mubawab
377,Appartement,Agadir,Hay Qods,Hay Qods,10156.25,64.0,2,Mubawab
378,Appartement,Agadir,Charaf,Charaf,14070.8,113.0,2,Mubawab
379,Appartement,Agadir,Hay Salam,Hay Salam,10806.45,62.0,2,Mubawab
380,Appartement,Agadir,Secteur Touristique,Secteur Touristique,30000.0,150.0,3,Mubawab
382,Appartement,Agadir,Hay Mohammadi,Hay Mohammadi,10679.61,103.0,2,Mubawab
383,Appartement,Agadir,Secteur Touristique,Secteur Touristique,25000.0,112.0,2,Mubawab
384,Appartement,Agadir,Taddart Anza,Autre_Agadir,2702.7,74.0,4,Mubawab
385,Appartement,Agadir,Secteur Touristique,Secteur Touristique,16000.0,100.0,2,Mubawab
386,Appartement,Agadir,Hay Mohammadi,Hay Mohammadi,10185.19,54.0,2,Mubawab
387,Appartement,Agadir,Extension Dakhla,Autre_Agadir,12195.12,123.0,3,Mubawab
388,Appartement,Agadir,Zone Industrielle Agadir,Zone Industrielle Agadir,15116.28,86.0,2,Mubawab
391,Appartement,Agadir,Hay Mohammadi,Hay Mohammadi,10185.19,54.0,2,Mubawab
392,Appartement,Agadir,Abattoirs,Abattoirs,6375.0,80.0,3,Mubawab
420,Appartement,Agadir,Hay Mohammadi,Hay Mohammadi,14583.33,96.0,2,Mubawab
394,Appartement,Agadir,Hay Mohammadi,Hay Mohammadi,12135.92,103.0,2,Mubawab
395,Appartement,Agadir,Haut Anza,Haut Anza,8974.36,78.0,2,Mubawab
396,Appartement,Agadir,Hay Mohammadi,Hay Mohammadi,12352.94,85.0,2,Mubawab
397,Appartement,Agadir,Hay Houda,Hay Houda,10000.0,117.0,4,Mubawab
398,Appartement,Agadir,Tilila,Tilila,10000.0,60.0,2,Mubawab
399,Appartement,Agadir,Hay Mohammadi,Hay Mohammadi,11956.52,46.0,2,Mubawab
