id_annonce,type_bien,ville,quartier,quartier_groupe,prix_m2,surface_m2,nb_chambres,source
21934,Appartement,Fes,Mont Fleuri,Mont Fleuri,4526.32,95.0,2,Avito
21935,Appartement,Fes,Mont Fleuri,Mont Fleuri,5000.0,120.0,2,Avito
21936,Appartement,Fes,Autre Secteur,Autre Secteur,6101.69,177.0,3,Avito
21937,Appartement,Fes,Autre Secteur,Autre Secteur,8212.56,207.0,3,Avito
21941,Appartement,Fes,Dar Dbibagh,Autre_Fes,4220.78,154.0,2,Avito
21942,Appartement,Fes,Zouagha,Zouagha,2786.89,61.0,2,Avito
21943,Appartement,Fes,Oued Fès,Oued Fès,6800.0,75.0,3,Avito
21944,Appartement,Fes,Jnan El Ward,Autre_Fes,3000.0,50.0,1,Avito
21946,Appartement,Fes,Ben Souda,Ben Souda,3750.0,80.0,2,Avito
21947,Appartement,Fes,Zouagha,Zouagha,2786.89,61.0,2,Avito
21948,Appartement,Fes,Route D Immouzere,Route D Immouzere,6626.98,126.0,3,Avito
21949,Appartement,Fes,Ouled Tayeb,Ouled Tayeb,2250.0,80.0,2,Avito
21953,Appartement,Fes,Fès,Autre_Fes,3571.43,70.0,2,Avito
21954,Appartement,Fes,Hay Atlas,Hay Atlas,7500.0,140.0,3,Avito
21957,Appartement,Fes,Hay Atlas,Hay Atlas,5194.8,154.0,3,Avito
21958,Appartement,Fes,Route De Sefrou,Route De Sefrou,5555.56,117.0,3,Avito
21959,Appartement,Fes,Agdal,Agdal,6689.66,145.0,3,Avito
21960,Appartement,Fes,Route ain Chkaf,Route ain Chkaf,7000.0,80.0,2,Avito
21961,Appartement,Fes,Dar Mehrez,Autre_Fes,6458.82,85.0,2,Avito
21965,Appartement,Fes,Ben Souda,Ben Souda,4605.26,76.0,2,Avito
21969,Appartement,Fes,Autre Secteur,Autre Secteur,4691.36,81.0,2,Avito
21970,Appartement,Fes,Route ain Chkaf,Route ain Chkaf,5887.85,107.0,3,Avito
21971,Appartement,Fes,Fès,Autre_Fes,1800.0,50.0,1,Avito
21972,Appartement,Fes,Route ain Chkaf,Route ain Chkaf,5918.37,245.0,3,Avito
21977,Appartement,Fes,Narjis,Narjis,5494.51,91.0,2,Avito
21978,Appartement,Fes,Ancienne Médina,Ancienne Médina,3500.0,100.0,2,Avito
21979,Appartement,Fes,Ancienne Médina,Ancienne Médina,3500.0,100.0,2,Avito
21980,Appartement,Fes,Route ain Chkaf,Route ain Chkaf,3894.74,95.0,2,Avito
21981,Appartement,Fes,Zouagha,Zouagha,4608.7,115.0,3,Avito
21983,Appartement,Fes,Hay Atlas,Hay Atlas,5223.88,134.0,3,Avito
21986,Appartement,Fes,Autre Secteur,Autre Secteur,3119.27,109.0,1,Avito
21988,Appartement,Fes,Autre Secteur,Autre Secteur,4090.91,110.0,3,Avito
21989,Appartement,Fes,Route ain Chkaf,Route ain Chkaf,4444.44,198.0,4,Avito
21990,Appartement,Fes,Al Hadiqa,Autre_Fes,6153.85,78.0,2,Avito
21992,Appartement,Fes,Narjis,Narjis,5000.0,120.0,2,Avito
21993,Appartement,Fes,Narjis,Narjis,4691.36,81.0,2,Avito
21994,Appartement,Fes,Agdal,Agdal,5357.14,196.0,3,Avito
21996,Appartement,Fes,Autre Secteur,Autre Secteur,8562.87,167.0,3,Avito
21997,Appartement,Fes,Autre Secteur,Autre Secteur,4961.24,129.0,2,Avito
21998,Appartement,Fes,Fès Médina,Fès Médina,5405.41,74.0,2,Avito
22001,Appartement,Fes,Narjis,Narjis,5107.53,93.0,3,Avito
22002,Appartement,Fes,Agdal,Agdal,5106.38,141.0,2,Avito
22003,Appartement,Fes,Ain Amiyer,Ain Amiyer,6976.74,129.0,3,Avito
22004,Appartement,Fes,Ouled Tayeb,Ouled Tayeb,4387.76,98.0,3,Avito
22005,Appartement,Fes,Zouagha,Zouagha,3906.25,64.0,2,Avito
22006,Appartement,Fes,Ben Debbab,Autre_Fes,2133.33,75.0,2,Avito
22009,Appartement,Fes,Fès,Autre_Fes,5454.55,121.0,3,Avito
22010,Appartement,Fes,Agdal,Agdal,8333.33,78.0,2,Avito
22011,Appartement,Fes,Autre Secteur,Autre Secteur,4819.28,83.0,3,Avito
22012,Appartement,Fes,Autre Secteur,Autre Secteur,6438.36,73.0,2,Avito
22013,Appartement,Fes,Route D Immouzere,Route D Immouzere,7692.31,117.0,3,Avito
22014,Appartement,Fes,Agdal,Agdal,5228.79,153.0,3,Avito
22016,Appartement,Fes,Fès Médina,Fès Médina,3000.0,100.0,2,Avito
22018,Appartement,Fes,Aaouinat Hajjaj,Autre_Fes,2153.85,65.0,2,Avito
22019,Appartement,Fes,Narjis,Narjis,5490.2,102.0,3,Avito
22022,Appartement,Fes,Tghat,Autre_Fes,4142.86,70.0,3,Avito
22023,Appartement,Fes,Agdal,Agdal,6287.88,132.0,2,Avito
22025,Appartement,Fes,Route ain Chkaf,Route ain Chkaf,5454.55,132.0,3,Avito
22026,Appartement,Fes,Oued Fès,Oued Fès,4375.0,80.0,3,Avito
22027,Appartement,Fes,Autre Secteur,Autre Secteur,3461.54,52.0,2,Avito
22028,Appartement,Fes,Mont Fleuri 2,Autre_Fes,5578.95,95.0,3,Avito
22030,Appartement,Fes,Autre Secteur,Autre Secteur,4227.64,123.0,2,Avito
22031,Appartement,Fes,Hay Atlas,Hay Atlas,6666.67,120.0,3,Avito
22033,Appartement,Fes,Autre Secteur,Autre Secteur,3846.15,130.0,3,Avito
22034,Appartement,Fes,Autre Secteur,Autre Secteur,4000.0,130.0,3,Avito
22036,Appartement,Fes,Oued Fès,Oued Fès,4800.0,100.0,3,Avito
22038,Appartement,Fes,Al Hadiqa,Autre_Fes,4173.91,115.0,3,Avito
22039,Appartement,Fes,Agdal,Agdal,6800.0,250.0,4,Avito
22041,Appartement,Fes,Route De Sefrou,Route De Sefrou,4264.29,140.0,3,Avito
22042,Appartement,Fes,Route de Meknes,Autre_Fes,5142.86,70.0,2,Avito
22047,Appartement,Fes,Narjis,Narjis,5142.86,70.0,1,Avito
22048,Appartement,Fes,Mont Fleuri 2,Autre_Fes,5851.06,94.0,2,Avito
22050,Appartement,Fes,Agdal,Agdal,4352.94,85.0,2,Avito
22051,Appartement,Fes,Narjis,Narjis,8051.95,77.0,2,Avito
22052,Appartement,Fes,Narjis,Narjis,4461.54,130.0,3,Avito
22053,Appartement,Fes,Hay Saada,Autre_Fes,5316.46,79.0,2,Avito
22054,Appartement,Fes,Route ain Chkaf,Route ain Chkaf,6164.38,73.0,2,Avito
22055,Appartement,Fes,Hay Saada,Autre_Fes,5316.46,79.0,2,Avito
22056,Appartement,Fes,Narjis,Narjis,5600.0,100.0,3,Avito
22057,Appartement,Fes,Agdal,Agdal,8490.57,106.0,2,Avito
22058,Appartement,Fes,Agdal,Agdal,3000.0,90.0,1,Avito
22059,Appartement,Fes,Centre,Centre,5303.03,132.0,3,Avito
22060,Appartement,Fes,Agdal,Agdal,5228.76,153.0,3,Avito
22061,Appartement,Fes,Ain kadous,Autre_Fes,3452.38,84.0,1,Avito
22062,Appartement,Fes,Route ain Chkaf,Route ain Chkaf,5428.57,140.0,3,Avito
22064,Appartement,Fes,Agdal,Agdal,6198.35,121.0,2,Avito
22066,Appartement,Fes,Autre Secteur,Autre Secteur,6117.65,85.0,3,Avito
22067,Appartement,Fes,Ben Souda,Ben Souda,4000.0,60.0,2,Avito
22068,Appartement,Fes,Route ain Chkaf,Route ain Chkaf,6542.06,107.0,3,Avito
22069,Appartement,Fes,Hay Ouifak,Autre_Fes,4716.98,106.0,2,Avito
22071,Appartement,Fes,Agdal,Agdal,6462.59,147.0,3,Avito
22073,Appartement,Fes,Mont Fleuri,Mont Fleuri,6097.56,123.0,3,Avito
22074,Appartement,Fes,Ben Souda,Ben Souda,5000.0,70.0,2,Avito
22076,Appartement,Fes,Route ain Chkaf,Route ain Chkaf,6744.19,86.0,3,Avito
22078,Appartement,Fes,Al Hadiqa,Autre_Fes,5890.41,146.0,4,Avito
22079,Appartement,Fes,Mont Fleuri,Mont Fleuri,4786.32,117.0,2,Avito
22080,Appartement,Fes,Route D Immouzere,Route D Immouzere,4920.63,63.0,2,Avito
22081,Appartement,Fes,Route De Sefrou,Route De Sefrou,5785.71,140.0,3,Avito
22085,Appartement,Fes,Route ain Chkaf,Route ain Chkaf,6503.5,143.0,3,Avito
22088,Appartement,Fes,Centre,Centre,5868.54,213.0,3,Avito
22089,Appartement,Fes,Al Hadiqa,Autre_Fes,5000.0,130.0,3,Avito
22090,Appartement,Fes,Autre Secteur,Autre Secteur,5553.73,83.0,2,Avito
22091,Appartement,Fes,Route ain Chkaf,Route ain Chkaf,5250.0,80.0,3,Avito
22092,Appartement,Fes,Autre Secteur,Autre Secteur,3750.0,80.0,2,Avito
22093,Appartement,Fes,Zouagha,Zouagha,5232.56,86.0,2,Avito
22097,Appartement,Fes,Ouled Tayeb,Ouled Tayeb,3132.53,83.0,2,Avito
22098,Appartement,Fes,Oued Fès,Oued Fès,4090.91,110.0,3,Avito
22099,Appartement,Fes,Narjis,Narjis,6666.67,90.0,2,Avito
22100,Appartement,Fes,Ouled Tayeb,Ouled Tayeb,2000.0,55.0,1,Avito
22104,Appartement,Fes,Hay Atlas,Hay Atlas,6198.35,121.0,3,Avito
22105,Appartement,Fes,Hay Atlas,Hay Atlas,7851.24,121.0,3,Avito
22106,Appartement,Fes,Ben Souda,Ben Souda,4210.53,76.0,2,Avito
22108,Appartement,Fes,Oued Fès,Oued Fès,5691.06,123.0,3,Avito
22111,Appartement,Fes,Ben Souda,Ben Souda,2734.38,64.0,2,Avito
22112,Appartement,Fes,Ben Souda,Ben Souda,4430.0,100.0,3,Avito
22113,Appartement,Fes,Centre,Centre,7500.0,120.0,2,Avito
22115,Appartement,Fes,Route De Sefrou,Route De Sefrou,5573.77,61.0,3,Avito
22116,Appartement,Fes,Agdal,Agdal,9027.78,144.0,2,Avito
22117,Appartement,Fes,Centre,Centre,7597.83,92.0,2,Avito
22118,Appartement,Fes,Autre Secteur,Autre Secteur,6344.09,93.0,3,Avito
22119,Appartement,Fes,Route ain Chkaf,Route ain Chkaf,3472.22,72.0,3,Avito
22120,Appartement,Fes,Agdal,Agdal,7006.37,157.0,3,Avito
22121,Appartement,Fes,Route ain Chkaf,Route ain Chkaf,5937.5,128.0,3,Avito
22122,Appartement,Fes,Zouagha,Zouagha,5943.4,106.0,3,Avito
22123,Appartement,Fes,Tghat,Autre_Fes,6111.11,72.0,2,Avito
22126,Appartement,Fes,Route ain Chkaf,Route ain Chkaf,4642.86,140.0,3,Avito
22129,Appartement,Fes,Zouagha,Zouagha,5909.09,66.0,2,Avito
22131,Appartement,Fes,Oued Fès,Oued Fès,4523.81,84.0,2,Avito
22132,Appartement,Fes,Ben Souda,Ben Souda,4400.0,100.0,2,Avito
22136,Appartement,Fes,Agdal,Agdal,5490.2,255.0,4,Avito
22138,Appartement,Fes,Hay Saada,Autre_Fes,6280.99,121.0,3,Avito
22140,Appartement,Fes,Centre,Centre,8875.74,169.0,3,Avito
22141,Appartement,Fes,Autre Secteur,Autre Secteur,6312.85,179.0,3,Avito
22142,Appartement,Fes,Autre Secteur,Autre Secteur,6448.6,107.0,2,Avito
22143,Appartement,Fes,Ain Amiyer,Ain Amiyer,5485.44,103.0,3,Avito
22144,Appartement,Fes,Champ de course,Champ de course,8888.89,135.0,3,Avito
22145,Appartement,Fes,Oued Fès,Oued Fès,5241.94,124.0,3,Avito
22146,Appartement,Fes,Aaouinat Hajjaj,Autre_Fes,2333.33,60.0,2,Avito
22147,Appartement,Fes,Centre,Centre,7368.42,190.0,3,Avito
22151,Appartement,Fes,Route De Sefrou,Route De Sefrou,5063.29,79.0,2,Avito
22152,Appartement,Fes,Route ain Chkaf,Route ain Chkaf,6293.71,143.0,3,Avito
22153,Appartement,Fes,Narjis,Narjis,4714.29,70.0,2,Avito
22157,Appartement,Fes,Quartier Ben Slimane,Autre_Fes,5000.0,84.0,1,Avito
22158,Appartement,Fes,Champ de course,Champ de course,7547.17,159.0,3,Avito
22159,Appartement,Fes,Al Hadiqa,Autre_Fes,5333.33,135.0,3,Avito
22160,Appartement,Fes,Aaouinat Hajjaj,Autre_Fes,2333.33,60.0,2,Avito
22167,Appartement,Fes,Agdal,Agdal,7782.1,257.0,4,Avito
22168,Appartement,Fes,Autre Secteur,Autre Secteur,6611.11,90.0,2,Avito
22169,Appartement,Fes,Route ain Chkaf,Route ain Chkaf,6202.53,158.0,3,Avito
22171,Appartement,Fes,Route ain Chkaf,Route ain Chkaf,6526.32,95.0,3,Avito
22173,Appartement,Fes,Oued Fès,Oued Fès,3205.13,78.0,3,Avito
22174,Appartement,Fes,Ben Souda,Ben Souda,6746.99,83.0,3,Avito
22175,Appartement,Fes,Autre Secteur,Autre Secteur,5479.45,73.0,2,Avito
22176,Appartement,Fes,Centre,Centre,8523.49,149.0,3,Avito
22177,Appartement,Fes,Route D Immouzere,Route D Immouzere,6696.43,224.0,3,Avito
22178,Appartement,Fes,Autre Secteur,Autre Secteur,4000.0,90.0,2,Avito
22179,Appartement,Fes,Route ain Chkaf,Route ain Chkaf,6111.11,90.0,2,Avito
22180,Appartement,Fes,Mont Fleuri,Mont Fleuri,5714.29,105.0,2,Avito
22181,Appartement,Fes,Mont Fleuri,Mont Fleuri,4292.45,106.0,3,Avito
22182,Appartement,Fes,Autre Secteur,Autre Secteur,7352.94,102.0,3,Avito
22183,Appartement,Fes,Route ain Chkaf,Route ain Chkaf,6202.53,158.0,3,Avito
22185,Appartement,Fes,Autre Secteur,Autre Secteur,5963.86,166.0,3,Avito
22186,Appartement,Fes,Oued Fès,Oued Fès,5645.16,124.0,3,Avito
22188,Appartement,Fes,Route De Sefrou,Route De Sefrou,7692.31,65.0,3,Avito
22189,Appartement,Fes,Agdal,Agdal,5000.0,140.0,3,Avito
22190,Appartement,Fes,Agdal,Agdal,9444.44,180.0,5,Avito
22192,Appartement,Fes,Oued Fès,Oued Fès,6607.14,112.0,3,Avito
22193,Appartement,Fes,Champ de course,Champ de course,7547.17,159.0,3,Avito
22194,Appartement,Fes,Narjis,Narjis,4382.02,89.0,2,Avito
22195,Appartement,Fes,Mont Fleuri,Mont Fleuri,3583.33,120.0,2,Avito
22196,Appartement,Fes,Agdal,Agdal,5000.0,140.0,3,Avito
22197,Appartement,Fes,Ben Souda,Ben Souda,1571.43,70.0,2,Avito
22198,Appartement,Fes,Zouagha,Zouagha,3058.82,85.0,2,Avito
22199,Appartement,Fes,Narjis,Narjis,5111.11,90.0,2,Avito
22200,Appartement,Fes,Ben Souda,Ben Souda,4807.69,104.0,3,Avito
22201,Appartement,Fes,Agdal,Agdal,3294.12,85.0,2,Avito
22202,Appartement,Fes,Agdal,Agdal,4000.0,140.0,2,Avito
22203,Appartement,Fes,Autre Secteur,Autre Secteur,7575.76,231.0,4,Avito
22205,Appartement,Fes,Ouled Tayeb,Ouled Tayeb,3000.0,65.0,2,Avito
22206,Appartement,Fes,Centre,Centre,7042.25,71.0,2,Avito
22207,Appartement,Fes,Tghat,Autre_Fes,6933.33,75.0,3,Avito
25020,Appartement,Marrakech,Guéliz,Guéliz,18674.7,83.0,2,Avito
25293,Appartement,Marrakech,Mabrouka,Mabrouka,8571.43,56.0,2,Avito
25021,Appartement,Marrakech,Route D Amezmiz,Route D Amezmiz,16964.29,70.0,2,Avito
25022,Appartement,Marrakech,Les Portes de Marrakech,Autre_Marrakech,6842.11,76.0,2,Avito
25025,Appartement,Marrakech,Centre Ville,Autre_Marrakech,19531.25,128.0,2,Avito
25027,Appartement,Marrakech,Mabrouka,Mabrouka,9818.18,55.0,2,Avito
25028,Appartement,Marrakech,Mabrouka,Mabrouka,11428.57,56.0,2,Avito
25029,Appartement,Marrakech,Mabrouka,Mabrouka,10000.0,75.0,2,Avito
25031,Appartement,Marrakech,Route De Casablanca,Route De Casablanca,16000.0,60.0,1,Avito
25032,Appartement,Marrakech,Hivernage,Hivernage,23137.25,51.0,1,Avito
25033,Appartement,Marrakech,Semlalia,Semlalia,15333.33,60.0,1,Avito
25035,Appartement,Marrakech,Mabrouka,Mabrouka,9803.92,51.0,2,Avito
25037,Appartement,Marrakech,Guéliz,Guéliz,20909.09,110.0,2,Avito
25039,Appartement,Marrakech,Guéliz,Guéliz,24460.43,139.0,3,Avito
25040,Appartement,Marrakech,Guéliz,Guéliz,18452.38,84.0,2,Avito
25041,Appartement,Marrakech,Guéliz,Guéliz,30000.0,50.0,1,Avito
25044,Appartement,Marrakech,M Hamid,M Hamid,7680.41,97.0,3,Avito
25045,Appartement,Marrakech,M Hamid,M Hamid,7410.71,112.0,3,Avito
25047,Appartement,Marrakech,Guéliz,Guéliz,18840.58,69.0,1,Avito
25054,Appartement,Marrakech,Daoudiate,Daoudiate,10000.0,81.0,3,Avito
25055,Appartement,Marrakech,Semlalia,Semlalia,12000.0,100.0,3,Avito
25056,Appartement,Marrakech,Guéliz,Guéliz,23760.0,100.0,2,Avito
25057,Appartement,Marrakech,Route De Casablanca,Route De Casablanca,26086.96,69.0,2,Avito
25059,Appartement,Marrakech,Allal El Fassi,Allal El Fassi,9803.92,255.0,3,Avito
25061,Appartement,Marrakech,Semlalia,Semlalia,11931.82,176.0,2,Avito
25062,Appartement,Marrakech,Guéliz,Guéliz,16000.0,56.0,2,Avito
25063,Appartement,Marrakech,Guéliz,Guéliz,24020.62,97.0,2,Avito
25064,Appartement,Marrakech,Autre Secteur,Autre Secteur,11810.34,58.0,2,Avito
25065,Appartement,Marrakech,Semlalia,Semlalia,10919.54,87.0,3,Avito
25066,Appartement,Marrakech,Guéliz,Guéliz,21428.57,56.0,1,Avito
25067,Appartement,Marrakech,Route De Casablanca,Route De Casablanca,18043.48,46.0,1,Avito
25068,Appartement,Marrakech,Autre Secteur,Autre Secteur,9142.86,70.0,3,Avito
25069,Appartement,Marrakech,M Hamid,M Hamid,7142.86,56.0,2,Avito
25071,Appartement,Marrakech,Semlalia,Semlalia,13414.63,82.0,2,Avito
25073,Appartement,Marrakech,Azli,Azli,13962.26,53.0,3,Avito
25074,Appartement,Marrakech,Guéliz,Guéliz,22000.0,60.0,2,Avito
25075,Appartement,Marrakech,Guéliz,Guéliz,12976.19,168.0,2,Avito
25076,Appartement,Marrakech,Guéliz,Guéliz,24590.16,61.0,1,Avito
25077,Appartement,Marrakech,Guéliz,Guéliz,19402.99,67.0,1,Avito
25079,Appartement,Marrakech,Route De Casablanca,Route De Casablanca,14606.74,89.0,2,Avito
25081,Appartement,Marrakech,Victor Hugo,Autre_Marrakech,17333.33,75.0,2,Avito
25082,Appartement,Marrakech,Av Mohammed Vi,Av Mohammed Vi,25510.2,98.0,2,Avito
25083,Appartement,Marrakech,Route de Safi,Route de Safi,10000.0,82.0,3,Avito
25084,Appartement,Marrakech,Targa,Targa,17500.0,87.0,2,Avito
25086,Appartement,Marrakech,Autre Secteur,Autre Secteur,8571.43,70.0,2,Avito
25087,Appartement,Marrakech,Route D Amezmiz,Route D Amezmiz,24000.0,100.0,3,Avito
25089,Appartement,Marrakech,Guéliz,Guéliz,14696.08,51.0,1,Avito
25090,Appartement,Marrakech,Route De Casablanca,Route De Casablanca,14222.22,45.0,1,Avito
25092,Appartement,Marrakech,Guéliz,Guéliz,25081.97,61.0,1,Avito
25093,Appartement,Marrakech,Allal El Fassi,Allal El Fassi,14893.62,47.0,1,Avito
25094,Appartement,Marrakech,Hivernage,Hivernage,14942.53,87.0,2,Avito
25095,Appartement,Marrakech,Autre Secteur,Autre Secteur,27380.95,84.0,2,Avito
25096,Appartement,Marrakech,Guéliz,Guéliz,23000.0,66.0,1,Avito
25097,Appartement,Marrakech,Palmeraie,Autre_Marrakech,17647.06,85.0,2,Avito
25098,Appartement,Marrakech,Semlalia,Semlalia,20000.0,37.0,1,Avito
25100,Appartement,Marrakech,Guéliz,Guéliz,24843.14,51.0,1,Avito
25101,Appartement,Marrakech,Guéliz,Guéliz,23046.15,65.0,1,Avito
25102,Appartement,Marrakech,Av Abdelkrim El Khattabi,Autre_Marrakech,25024.59,61.0,1,Avito
25103,Appartement,Marrakech,Palmeraie,Autre_Marrakech,11458.33,48.0,1,Avito
25106,Appartement,Marrakech,Palmeraie,Autre_Marrakech,15789.47,95.0,2,Avito
25108,Appartement,Marrakech,Guéliz,Guéliz,25260.42,48.0,1,Avito
25110,Appartement,Marrakech,Hivernage,Hivernage,20500.0,134.0,3,Avito
25111,Appartement,Marrakech,Hay Charaf,Autre_Marrakech,13800.0,62.0,2,Avito
25112,Appartement,Marrakech,Allal El Fassi,Allal El Fassi,10483.87,62.0,2,Avito
25113,Appartement,Marrakech,Bd Moulay Abdellah,Autre_Marrakech,10574.71,87.0,3,Avito
25114,Appartement,Marrakech,Massira 1,Massira 1,9876.54,81.0,2,Avito
25115,Appartement,Marrakech,Azzouzia,Azzouzia,6296.3,54.0,2,Avito
25116,Appartement,Marrakech,Palmeraie,Autre_Marrakech,17058.82,85.0,1,Avito
25117,Appartement,Marrakech,Semlalia,Semlalia,18024.69,81.0,2,Avito
25118,Appartement,Marrakech,Hay Izdihar,Hay Izdihar,11194.03,67.0,2,Avito
25119,Appartement,Marrakech,M Hamid,M Hamid,6507.94,126.0,2,Avito
25124,Appartement,Marrakech,Route de Safi,Route de Safi,18000.0,54.0,1,Avito
25125,Appartement,Marrakech,Guéliz,Guéliz,22437.5,48.0,1,Avito
25126,Appartement,Marrakech,Hay Charaf,Autre_Marrakech,10326.09,92.0,2,Avito
25127,Appartement,Marrakech,Victor Hugo,Autre_Marrakech,19736.84,76.0,2,Avito
25128,Appartement,Marrakech,Guéliz,Guéliz,19101.12,89.0,2,Avito
25129,Appartement,Marrakech,Av Mohammed Vi,Av Mohammed Vi,18452.38,84.0,2,Avito
25130,Appartement,Marrakech,Route de Safi,Route de Safi,11052.63,57.0,2,Avito
25131,Appartement,Marrakech,Guéliz,Guéliz,9928.57,70.0,2,Avito
25133,Appartement,Marrakech,Guéliz,Guéliz,23076.92,52.0,1,Avito
25134,Appartement,Marrakech,Autre Secteur,Autre Secteur,9600.0,50.0,2,Avito
25135,Appartement,Marrakech,Massar,Autre_Marrakech,100000.0,97.0,2,Avito
25136,Appartement,Marrakech,Guéliz,Guéliz,16500.0,30.0,1,Avito
25137,Appartement,Marrakech,Guéliz,Guéliz,16897.06,68.0,2,Avito
25138,Appartement,Marrakech,M Hamid,M Hamid,8000.0,60.0,2,Avito
25141,Appartement,Marrakech,Route De Casablanca,Route De Casablanca,16197.18,71.0,2,Avito
25142,Appartement,Marrakech,Guéliz,Guéliz,25438.6,57.0,1,Avito
25144,Appartement,Marrakech,Guéliz,Guéliz,21200.0,50.0,1,Avito
25145,Appartement,Marrakech,Hay Targa,Hay Targa,10769.23,65.0,3,Avito
25146,Appartement,Marrakech,Palmeraie,Autre_Marrakech,17816.09,87.0,2,Avito
25147,Appartement,Marrakech,Guéliz,Guéliz,20547.95,73.0,1,Avito
25148,Appartement,Marrakech,Guéliz,Guéliz,15492.96,71.0,2,Avito
25149,Appartement,Marrakech,Majorelle,Majorelle,12592.59,135.0,3,Avito
25150,Appartement,Marrakech,Guéliz,Guéliz,22727.27,110.0,3,Avito
25151,Appartement,Marrakech,Guéliz,Guéliz,14166.67,60.0,1,Avito
25152,Appartement,Marrakech,Route De Casablanca,Route De Casablanca,10000.0,97.0,1,Avito
25153,Appartement,Marrakech,Route De Casablanca,Route De Casablanca,8571.43,70.0,2,Avito
25155,Appartement,Marrakech,Route de Safi,Route de Safi,10588.24,68.0,2,Avito
25157,Appartement,Marrakech,Guéliz,Guéliz,14147.06,68.0,2,Avito
25158,Appartement,Marrakech,Hay Izdihar,Hay Izdihar,6000.0,75.0,2,Avito
25159,Appartement,Marrakech,Autre Secteur,Autre Secteur,10576.92,104.0,2,Avito
25160,Appartement,Marrakech,Autre Secteur,Autre Secteur,16666.67,72.0,2,Avito
25162,Appartement,Marrakech,Guéliz,Guéliz,26126.13,111.0,2,Avito
25163,Appartement,Marrakech,Route De Fès,Route De Fès,10178.08,73.0,2,Avito
25164,Appartement,Marrakech,Route D Amezmiz,Route D Amezmiz,25257.73,97.0,2,Avito
25165,Appartement,Marrakech,Route De Casablanca,Route De Casablanca,11538.46,52.0,2,Avito
25166,Appartement,Marrakech,Palmeraie,Autre_Marrakech,18947.37,95.0,2,Avito
25167,Appartement,Marrakech,Guéliz,Guéliz,22000.0,50.0,1,Avito
25168,Appartement,Marrakech,Route De Casablanca,Route De Casablanca,22966.67,60.0,1,Avito
25169,Appartement,Marrakech,Allal El Fassi,Allal El Fassi,12244.9,98.0,3,Avito
25173,Appartement,Marrakech,Autre Secteur,Autre Secteur,17768.6,121.0,3,Avito
25175,Appartement,Marrakech,M Hamid,M Hamid,7462.69,67.0,3,Avito
25177,Appartement,Marrakech,Agdal,Agdal,21000.0,100.0,2,Avito
25178,Appartement,Marrakech,Guéliz,Guéliz,15384.62,169.0,3,Avito
25179,Appartement,Marrakech,Azzouzia,Azzouzia,8375.0,80.0,2,Avito
25181,Appartement,Marrakech,Guéliz,Guéliz,14700.0,50.0,1,Avito
25182,Appartement,Marrakech,Hay Izdihar,Hay Izdihar,9397.59,83.0,2,Avito
25183,Appartement,Marrakech,Hay Izdihar,Hay Izdihar,8913.04,46.0,1,Avito
25184,Appartement,Marrakech,Route de Safi,Route de Safi,13414.63,82.0,2,Avito
25185,Appartement,Marrakech,Amerchich,Autre_Marrakech,9516.13,62.0,2,Avito
25187,Appartement,Marrakech,Hay Izdihar,Hay Izdihar,21304.35,46.0,1,Avito
25188,Appartement,Marrakech,Guéliz,Guéliz,25000.0,56.0,1,Avito
25189,Appartement,Marrakech,Amelkis,Amelkis,10588.24,170.0,2,Avito
25190,Appartement,Marrakech,Azzouzia,Azzouzia,10270.27,74.0,2,Avito
25192,Appartement,Marrakech,Semlalia,Semlalia,20454.55,88.0,2,Avito
25193,Appartement,Marrakech,Route De Casablanca,Route De Casablanca,18691.59,107.0,2,Avito
25194,Appartement,Marrakech,Azzouzia,Azzouzia,8666.67,90.0,2,Avito
25195,Appartement,Marrakech,Azzouzia,Azzouzia,7746.48,71.0,2,Avito
25196,Appartement,Marrakech,Av Abdelkrim El Khattabi,Autre_Marrakech,23081.08,74.0,1,Avito
25199,Appartement,Marrakech,Mabrouka,Mabrouka,15344.83,58.0,1,Avito
25200,Appartement,Marrakech,Guéliz,Guéliz,16125.0,80.0,2,Avito
25204,Appartement,Marrakech,Route De Casablanca,Route De Casablanca,16346.15,52.0,2,Avito
25206,Appartement,Marrakech,Guéliz,Guéliz,17246.38,69.0,2,Avito
25209,Appartement,Marrakech,Massira 1,Massira 1,11864.41,118.0,2,Avito
25210,Appartement,Marrakech,Guéliz,Guéliz,13837.21,86.0,2,Avito
25211,Appartement,Marrakech,Autre Secteur,Autre Secteur,8888.89,54.0,2,Avito
25213,Appartement,Marrakech,Autre Secteur,Autre Secteur,7746.48,71.0,2,Avito
25215,Appartement,Marrakech,Guéliz,Guéliz,13080.0,125.0,4,Avito
25216,Appartement,Marrakech,Allal El Fassi,Allal El Fassi,16000.0,50.0,1,Avito
25217,Appartement,Marrakech,M Hamid,M Hamid,7009.62,104.0,3,Avito
25219,Appartement,Marrakech,Av Mohammed Vi,Av Mohammed Vi,31176.47,85.0,2,Avito
25220,Appartement,Marrakech,Route De Casablanca,Route De Casablanca,15789.47,38.0,1,Avito
25221,Appartement,Marrakech,Autre Secteur,Autre Secteur,8000.0,70.0,3,Avito
25222,Appartement,Marrakech,Route De Casablanca,Route De Casablanca,10588.24,68.0,2,Avito
25223,Appartement,Marrakech,Les Portes de Marrakech,Autre_Marrakech,7971.01,69.0,2,Avito
